,sadness,joy,love,anger,fear,surprise,timecode_by_seconds
40,0.08706992119550705,0.08290039747953415,0.017716091126203537,0.5485469698905945,0.2525937259197235,0.011172899976372719,1616773928.002
41,0.178458571434021,0.15699543058872223,0.17183823883533478,0.17961274087429047,0.16827461123466492,0.1448204666376114,1616774567.0024
42,0.11482427269220352,0.09773524850606918,0.019999412819743156,0.4272095859050751,0.32793790102005005,0.01229357160627842,1616774604.0027
43,0.11305225640535355,0.10084187984466553,0.02048402838408947,0.58730548620224,0.1660250574350357,0.012291334569454193,1619080639.0002
44,0.0607418417930603,0.06112812086939812,0.014809798449277878,0.5304881930351257,0.3238004148006439,0.009031563065946102,1619084169.0005
45,0.17768387496471405,0.15717993676662445,0.17258471250534058,0.17855200171470642,0.16715358197689056,0.14684584736824036,1619115027.0010002
46,0.17768387496471405,0.15717993676662445,0.17258471250534058,0.17855200171470642,0.16715358197689056,0.14684584736824036,1619115579.002
47,0.023527318611741066,0.13700273633003235,0.014395399950444698,0.7196611166000366,0.09164533764123917,0.01376808900386095,1619115593.0023
48,0.08032071590423584,0.08831334859132767,0.013327967375516891,0.6370066404342651,0.16832441091537476,0.012706924229860306,1619115649.0026
49,0.03933749720454216,0.0666026771068573,0.016491975635290146,0.7742015719413757,0.09385188668966293,0.009514378383755684,1619115705.0035
50,0.01214698888361454,0.9214094877243042,0.009675546549260616,0.026239003986120224,0.02232508547604084,0.008203805424273014,1619116184.0047
51,0.15250162780284882,0.064839206635952,0.01963670738041401,0.5042619705200195,0.248670756816864,0.01008965540677309,1619116428.0051
52,0.17768387496471405,0.15717993676662445,0.17258471250534058,0.17855200171470642,0.16715358197689056,0.14684584736824036,1619116751.0055
53,0.039038632065057755,0.1242063045501709,0.015083206817507744,0.6448733806610107,0.16552847623825073,0.011270003393292427,1619116986.0057
54,0.05735870450735092,0.06675714254379272,0.014666758477687836,0.7153639793395996,0.13914822041988373,0.006705195643007755,1619117098.0061
55,0.12132976204156876,0.06065155193209648,0.01381156500428915,0.42415887117385864,0.37035268545150757,0.009695561602711678,1619117217.0063
56,0.009062184020876884,0.23034773766994476,0.684362530708313,0.06355131417512894,0.007982451468706131,0.0046937121078372,1619117434.0067
57,0.021941132843494415,0.18277832865715027,0.5016489028930664,0.2646213173866272,0.025696834549307823,0.0033135346602648497,1619118033.0069
58,0.0492657907307148,0.06803438067436218,0.013498172163963318,0.7362369298934937,0.12516629695892334,0.007798503618687391,1619119535.0073
59,0.0725012719631195,0.07828573882579803,0.012354531325399876,0.5795754790306091,0.24391897022724152,0.013363923877477646,1619161039.0078
60,0.07118339836597443,0.08971401304006577,0.013473449274897575,0.6089661717414856,0.20480559766292572,0.01185740064829588,1619161071.0081
61,0.07896646857261658,0.1632714420557022,0.014665397815406322,0.4871363639831543,0.23944398760795593,0.016516409814357758,1618747623.0002
62,0.06132373586297035,0.08558140695095062,0.014763301238417625,0.727199375629425,0.10285302251577377,0.008279237896203995,1618747631.0004
63,0.08280282467603683,0.07423219829797745,0.01380950678139925,0.5209214687347412,0.2953895926475525,0.012844350188970566,1618749358.0006
64,0.09501302242279053,0.18484391272068024,0.03172557055950165,0.5081298351287842,0.1664932370185852,0.013794350437819958,1618814172.0006
65,0.17768387496471405,0.15717993676662445,0.17258471250534058,0.17855200171470642,0.16715358197689056,0.14684584736824036,1618823509.0011
66,0.046970345079898834,0.06798628717660904,0.012625007890164852,0.5604690313339233,0.30347755551338196,0.008471733890473843,1619161342.0084
67,0.17768387496471405,0.15717993676662445,0.17258471250534058,0.17855200171470642,0.16715358197689056,0.14684584736824036,1619162825.0089998
68,0.06350820511579514,0.06327474117279053,0.01122036948800087,0.27881529927253723,0.5662479400634766,0.016933482140302658,1619168188.0095
69,0.023808248341083527,0.04813231900334358,0.022180737927556038,0.7993136644363403,0.10323814302682877,0.003326849080622196,1619169391.0097
70,0.1033778265118599,0.11142533272504807,0.0221150740981102,0.5245866179466248,0.22361867129802704,0.014876448549330235,1619170340.0105
71,0.09596319496631622,0.15117080509662628,0.021566862240433693,0.5772223472595215,0.1448352336883545,0.009241471067070961,1619170866.0107
72,0.055900443345308304,0.08560188859701157,0.011626052670180798,0.6563810110092163,0.18075698614120483,0.00973359402269125,1619173267.0112
73,0.17768387496471405,0.15717993676662445,0.17258471250534058,0.17855200171470642,0.16715358197689056,0.14684584736824036,1619174673.0115
74,0.08332778513431549,0.2687731087207794,0.016034210100769997,0.4105393588542938,0.20424842834472656,0.017077084630727768,1619174689.0118
75,0.07868130505084991,0.07953547686338425,0.016858220100402832,0.6771133542060852,0.13744309544563293,0.010368579998612404,1619176636.012
76,0.17768387496471405,0.15717993676662445,0.17258471250534058,0.17855200171470642,0.16715358197689056,0.14684584736824036,1619176901.0124
77,0.11080928146839142,0.0728294625878334,0.014434066601097584,0.5384697914123535,0.25081440806388855,0.012642952613532543,1617185103.0002
78,0.03281871974468231,0.04398505389690399,0.010683300904929638,0.8218573927879333,0.08194424211978912,0.008711356669664383,1617185753.0004
79,0.17768387496471405,0.15717993676662445,0.17258471250534058,0.17855200171470642,0.16715358197689056,0.14684584736824036,1618492671.0002
80,0.17768387496471405,0.15717993676662445,0.17258471250534058,0.17855200171470642,0.16715358197689056,0.14684584736824036,1618492852.0005
81,0.06496131420135498,0.07296977192163467,0.01575646549463272,0.6256251931190491,0.2111729383468628,0.009514318779110909,1618493160.0007
82,0.17768387496471405,0.15717993676662445,0.17258471250534058,0.17855200171470642,0.16715358197689056,0.14684584736824036,1618502712.0012
83,0.08014187961816788,0.2588519752025604,0.018475599586963654,0.29910698533058167,0.3264147937297821,0.017008667811751366,1620979566.0003
84,0.17768387496471405,0.15717993676662445,0.17258471250534058,0.17855200171470642,0.16715358197689056,0.14684584736824036,1620979914.0008
85,0.07896646857261658,0.1632714420557022,0.014665397815406322,0.4871363639831543,0.23944398760795593,0.016516409814357758,1620980124.0013
86,0.02144700661301613,0.7697550058364868,0.03858910873532295,0.1435285359621048,0.02154901809990406,0.0051312996074557304,1620980227.0015
87,0.17768387496471405,0.15717993676662445,0.17258471250534058,0.17855200171470642,0.16715358197689056,0.14684584736824036,1620980335.0019
88,0.05575818195939064,0.12734957039356232,0.03182387724518776,0.6767593026161194,0.09928874671459198,0.009020295925438404,1620980363.0021
89,0.05946963652968407,0.20491845905780792,0.026028290390968323,0.5851045846939087,0.11445581167936325,0.010023166425526142,1620980515.0023
90,0.014549563638865948,0.15949131548404694,0.02712112106382847,0.7660397291183472,0.02890985831618309,0.0038883909583091736,1620980614.0027
91,0.05271872505545616,0.23802253603935242,0.02211740054190159,0.5207781791687012,0.15250900387763977,0.013854174874722958,1620980632.0033
92,0.0012072306126356125,0.9959992170333862,0.0010846161749213934,0.0006374348304234445,0.0004558795189950615,0.0006156843155622482,1620980678.0035
93,0.03818618133664131,0.29444679617881775,0.06502141058444977,0.19756387174129486,0.0871005728840828,0.3176811635494232,1620980693.0037
94,0.025747446343302727,0.5743880271911621,0.054049067199230194,0.31189408898353577,0.02374313212931156,0.010178309865295887,1620980710.004
95,0.04895182326436043,0.059331540018320084,0.018953578546643257,0.6931564211845398,0.17453107237815857,0.005075492896139622,1620980719.0042
96,0.03939109668135643,0.18502360582351685,0.024041133001446724,0.47772836685180664,0.2596876323223114,0.014128242619335651,1620980731.0044
97,0.10232338309288025,0.13688485324382782,0.027845662087202072,0.5471294522285461,0.1717212200164795,0.014095399528741837,1620980735.0046
98,0.02882757969200611,0.030123265460133553,0.006701878737658262,0.8600992560386658,0.068778857588768,0.005469176918268204,1620980772.0048
99,0.002965455176308751,0.9811607003211975,0.007805698551237583,0.002303044544532895,0.0022851533722132444,0.0034798718988895416,1620980784.0051
100,0.11066176742315292,0.10975535959005356,0.019355343654751778,0.6048458218574524,0.1433412879705429,0.012040483765304089,1620980797.0053
101,0.04846857115626335,0.12490928173065186,0.016104191541671753,0.591457188129425,0.2070130705833435,0.012047728523612022,1620980904.0055
102,0.009354458190500736,0.8052170872688293,0.05623500421643257,0.11400074511766434,0.010158959776163101,0.005033733323216438,1620980911.0057
103,0.05636253207921982,0.07641679793596268,0.03433406352996826,0.5803781747817993,0.24569113552570343,0.006817229092121124,1620980919.0059
104,0.0777302235364914,0.21352019906044006,0.022960467264056206,0.4504689574241638,0.214511439204216,0.020808706060051918,1620980945.0061
105,0.17768387496471405,0.15717993676662445,0.17258471250534058,0.17855200171470642,0.16715358197689056,0.14684584736824036,1620981270.0064
106,0.17768387496471405,0.15717993676662445,0.17258471250534058,0.17855200171470642,0.16715358197689056,0.14684584736824036,1620981548.0067
107,0.17768387496471405,0.15717993676662445,0.17258471250534058,0.17855200171470642,0.16715358197689056,0.14684584736824036,1620981977.0071
108,0.17768387496471405,0.15717993676662445,0.17258471250534058,0.17855200171470642,0.16715358197689056,0.14684584736824036,1620986905.0074
109,0.17768387496471405,0.15717993676662445,0.17258471250534058,0.17855200171470642,0.16715358197689056,0.14684584736824036,1620987986.0077
110,0.17768387496471405,0.15717993676662445,0.17258471250534058,0.17855200171470642,0.16715358197689056,0.14684584736824036,1620988272.008
111,0.09738833457231522,0.11408323794603348,0.021333837881684303,0.5432144999504089,0.20962567627429962,0.014354433864355087,1620988413.0082
112,0.05464070290327072,0.13563752174377441,0.04068537801504135,0.6937152743339539,0.07107216119766235,0.004248966928571463,1620988506.0085
113,0.17768387496471405,0.15717993676662445,0.17258471250534058,0.17855200171470642,0.16715358197689056,0.14684584736824036,1620988598.0088
114,0.016277821734547615,0.5002492070198059,0.06390216946601868,0.09646210819482803,0.2955189049243927,0.027589714154601097,1620988668.0091
115,0.18689684569835663,0.05575559288263321,0.0075943320989608765,0.5490534901618958,0.19035488367080688,0.010344913229346275,1620988821.0093
116,0.04258381575345993,0.06973782926797867,0.010724721476435661,0.8170866370201111,0.05480930209159851,0.005057771224528551,1620989057.0096
117,0.17768387496471405,0.15717993676662445,0.17258471250534058,0.17855200171470642,0.16715358197689056,0.14684584736824036,1620989435.01
118,0.04568338766694069,0.12408711761236191,0.02086368389427662,0.6783998608589172,0.12124348431825638,0.009722406044602394,1620989473.0104
119,0.04045797884464264,0.17381370067596436,0.015904271975159645,0.7080520987510681,0.053731806576251984,0.008040170185267925,1620989586.0106
120,0.0030031336937099695,0.9672172665596008,0.01380232349038124,0.004815359134227037,0.002214572159573436,0.008947429247200489,1620989939.0110002
121,0.006535313092172146,0.410506933927536,0.385660856962204,0.18097460269927979,0.010011431761085987,0.006310903467237949,1620989968.0112
122,0.0364619717001915,0.3720228672027588,0.021910561248660088,0.26621049642562866,0.268125981092453,0.03526809811592102,1620990748.0116
123,0.004219886846840382,0.8495292663574219,0.13255904614925385,0.005533842835575342,0.002809634432196617,0.005348339211195707,1620991804.0118
124,0.06460830569267273,0.21087461709976196,0.015740513801574707,0.42668747901916504,0.26250365376472473,0.019585512578487396,1620991863.012
125,0.07816380262374878,0.616186797618866,0.016771402209997177,0.2529749870300293,0.030057048425078392,0.005845981650054455,1620992790.0122
126,0.06162168085575104,0.19418177008628845,0.021583348512649536,0.5616376996040344,0.15136314928531647,0.009612351655960083,1620992857.0124
127,0.46874257922172546,0.18954819440841675,0.23786847293376923,0.0869162380695343,0.009483938105404377,0.007440642453730106,1620993037.0126
128,0.006820443086326122,0.053790122270584106,0.018909620121121407,0.01975957490503788,0.43520861864089966,0.46551159024238586,1620993180.0128
129,0.10265889763832092,0.1479046642780304,0.01600191742181778,0.5223634243011475,0.1967029720544815,0.014368091709911823,1620993273.0129998
130,0.06845028698444366,0.19773654639720917,0.02132188156247139,0.40940767526626587,0.27841445803642273,0.024669092148542404,1620993368.0132
131,0.01225864514708519,0.35480740666389465,0.031385619193315506,0.5262173414230347,0.04871238395571709,0.02661859802901745,1620993494.0134
132,0.033962175250053406,0.8172484636306763,0.044443659484386444,0.07262907922267914,0.019804978743195534,0.011911549605429173,1620993528.0136
133,0.0020630592480301857,0.9795552492141724,0.013999487273395061,0.0014565170276910067,0.0013088358100503683,0.0016168799484148622,1620994966.0138
134,0.017439555376768112,0.4539235532283783,0.03101787343621254,0.018177634105086327,0.03168029338121414,0.4477611184120178,1620995326.014
135,0.04666038975119591,0.11647366732358932,0.011869137175381184,0.7187754511833191,0.09367866814136505,0.012542668730020523,1620998012.0142
136,0.07646975666284561,0.20572614669799805,0.012865405529737473,0.5301716923713684,0.1575676053762436,0.017199426889419556,1620998153.0144
137,0.0400574654340744,0.08498121798038483,0.017260879278182983,0.7579072117805481,0.08652160316705704,0.013271534815430641,1620999682.0148
138,0.08187238872051239,0.19530881941318512,0.020028620958328247,0.5408362746238708,0.14524514973163605,0.0167087372392416,1621000014.015
139,0.17768387496471405,0.15717993676662445,0.17258471250534058,0.17855200171470642,0.16715358197689056,0.14684584736824036,1621000183.0153
140,0.010605191811919212,0.01959032565355301,0.005683944560587406,0.9325603246688843,0.027556780725717545,0.004003426525741816,1621000863.0156
141,0.027888067066669464,0.5484580993652344,0.11715251207351685,0.04579855874180794,0.03940201923251152,0.22130067646503448,1621001481.016
142,0.047685835510492325,0.04358383268117905,0.009797471575438976,0.6989688873291016,0.19217966496944427,0.007784334011375904,1621003335.0162
143,0.17768387496471405,0.15717993676662445,0.17258471250534058,0.17855200171470642,0.16715358197689056,0.14684584736824036,1621008565.0165
144,0.08733817934989929,0.10171070694923401,0.016288386657834053,0.48965564370155334,0.2900369167327881,0.014970102347433567,1621014322.0167
145,0.1325794905424118,0.46161022782325745,0.015510193072259426,0.2608923017978668,0.11337486654520035,0.016032826155424118,1618559742.0001
146,0.052335165441036224,0.2895970344543457,0.04946304112672806,0.547885537147522,0.04732446372509003,0.013394779525697231,1618563562.0004
147,0.060942959040403366,0.07353600859642029,0.012842753902077675,0.6505553126335144,0.19026760756969452,0.011855395510792732,1618563904.0006
148,0.010425676591694355,0.004140123724937439,0.0022221554536372423,0.9524275064468384,0.029365791007876396,0.0014187123160809278,1618563930.0008
149,0.10209622234106064,0.12919379770755768,0.014372901991009712,0.3701181411743164,0.36565321683883667,0.018565649166703224,1618569569.0012
150,0.05164411664009094,0.5076014995574951,0.030972613021731377,0.2803150415420532,0.10960899293422699,0.019857823848724365,1618574618.0016
151,0.05963502824306488,0.07743190228939056,0.013459151610732079,0.6851585507392883,0.15672816336154938,0.007587227504700422,1618576930.002
152,0.08152825385332108,0.19667042791843414,0.02536133863031864,0.484508752822876,0.19725586473941803,0.014675363898277283,1618576955.0023
153,0.04728889837861061,0.10416680574417114,0.016856877133250237,0.5882765650749207,0.2327239066362381,0.010686970315873623,1618587471.0029998
154,0.131285160779953,0.10958802700042725,0.020287897437810898,0.4777359068393707,0.2484551966190338,0.012647819705307484,1618906759.002
155,0.05348609387874603,0.19869191944599152,0.021817216649651527,0.49097147583961487,0.22604452073574066,0.008988833986222744,1616604568.0017
156,0.08871180564165115,0.12133555859327316,0.017566388472914696,0.5883879661560059,0.1684446632862091,0.015553591772913933,1616668489.0034
157,0.11410164088010788,0.07547791302204132,0.019238585606217384,0.5504868626594543,0.22903193533420563,0.0116631630808115,1616670547.0037
158,0.013965174555778503,0.003104831324890256,0.0024146572686731815,0.9669486880302429,0.012870407663285732,0.000696202740073204,1616670563.0039
159,0.023394068703055382,0.6894276142120361,0.04711687192320824,0.20453646779060364,0.028106795623898506,0.007418128661811352,1616673138.0042
160,0.05880371853709221,0.10394828021526337,0.016382118687033653,0.5979698896408081,0.21256238222122192,0.010333589278161526,1616676367.0045
161,0.05758268013596535,0.2139822244644165,0.016356931999325752,0.5565760731697083,0.14197468757629395,0.01352738682180643,1616676841.0048
162,0.17768387496471405,0.15717993676662445,0.17258471250534058,0.17855200171470642,0.16715358197689056,0.14684584736824036,1617045897.0035
163,0.17768387496471405,0.15717993676662445,0.17258471250534058,0.17855200171470642,0.16715358197689056,0.14684584736824036,1618690501.0034
164,0.054349225014448166,0.09846749156713486,0.010950234718620777,0.7116062641143799,0.1172819435596466,0.007344857789576054,1616108000.0002
165,0.17768387496471405,0.15717993676662445,0.17258471250534058,0.17855200171470642,0.16715358197689056,0.14684584736824036,1619504683.0002
166,0.010468783788383007,0.7892270088195801,0.04388030618429184,0.12639592587947845,0.020627090707421303,0.009400768205523491,1619505904.0032
167,0.06473580002784729,0.1277504861354828,0.009612295776605606,0.45580530166625977,0.33160173892974854,0.010494451969861984,1616404283.0002
168,0.035524819046258926,0.199895977973938,0.015856128185987473,0.6525225639343262,0.08762826770544052,0.008572250604629517,1616406379.0004
169,0.06644939631223679,0.13442234694957733,0.009921283461153507,0.4203498661518097,0.3570098578929901,0.011847241781651974,1616408529.0006
170,0.05329209938645363,0.24979785084724426,0.012138810940086842,0.2498328536748886,0.4229314625263214,0.01200689747929573,1616421918.0009
171,0.05844937264919281,0.11428988724946976,0.012139782309532166,0.5883538126945496,0.21675781905651093,0.010009320452809334,1616421919.0011
172,0.06744514405727386,0.14905878901481628,0.016601111739873886,0.42290928959846497,0.3311464488506317,0.012839237228035927,1616421919.0013
173,0.05289905145764351,0.16618146002292633,0.01306367851793766,0.5240717530250549,0.23408888280391693,0.009695233777165413,1616421919.0015
174,0.05614868551492691,0.14406690001487732,0.0103957150131464,0.5599454641342163,0.22030216455459595,0.009141088463366032,1616421920.0017
175,0.07328774034976959,0.15202464163303375,0.011981344781816006,0.43464696407318115,0.31612429022789,0.011935069225728512,1616421920.0019
176,0.06418674439191818,0.1449870765209198,0.012812021188437939,0.3338638246059418,0.43247029185295105,0.01168000977486372,1616421920.0021
177,0.054889217019081116,0.17806832492351532,0.013083078898489475,0.4530450999736786,0.28907784819602966,0.011836468242108822,1616421920.0023
178,0.06171445548534393,0.12221501022577286,0.01054849661886692,0.3492213189601898,0.4452674984931946,0.01103329099714756,1616421920.0025
179,0.0676276683807373,0.17817941308021545,0.012486182153224945,0.3704814016819,0.3595661222934723,0.011659244075417519,1616421921.0027
180,0.06016988307237625,0.14083698391914368,0.01011633686721325,0.5600326657295227,0.21826498210430145,0.010579152964055538,1616421921.0029
181,0.05426780506968498,0.1353507786989212,0.01421626191586256,0.42832109332084656,0.3553146719932556,0.012529435567557812,1616421921.0031
182,0.06195707619190216,0.18037180602550507,0.011596668511629105,0.4764866530895233,0.25722736120224,0.012360475026071072,1616421921.0033
183,0.044129639863967896,0.11506650596857071,0.012111897580325603,0.6178928017616272,0.20351919531822205,0.007280007470399141,1616421922.0035
184,0.04328715801239014,0.11606336385011673,0.011896876618266106,0.7570770978927612,0.06563594192266464,0.006039513275027275,1616421922.0037
185,0.05153583735227585,0.04118413105607033,0.009540080092847347,0.2869763672351837,0.6037392020225525,0.00702440133318305,1616421922.0039
186,0.06307747215032578,0.120455302298069,0.010659309104084969,0.43046677112579346,0.3632245361804962,0.012116704136133194,1616421923.0041
187,0.07302693277597427,0.21082593500614166,0.011583508923649788,0.29264166951179504,0.39887428283691406,0.013047653250396252,1616421923.0043
188,0.055322181433439255,0.11516710370779037,0.011318637989461422,0.4873466193675995,0.3214336037635803,0.009411869570612907,1616421923.0045
189,0.06873969733715057,0.12184865027666092,0.010078162886202335,0.44802090525627136,0.3386911153793335,0.012621546164155006,1616421923.0047
190,0.06481318175792694,0.20341414213180542,0.02659650892019272,0.5392932295799255,0.15885977447032928,0.007023158948868513,1619772283.0028
191,0.04559440165758133,0.33193090558052063,0.14171260595321655,0.41174495220184326,0.05689067393541336,0.012126359157264233,1619785530.0031
192,0.055572252720594406,0.12041366845369339,0.016756229102611542,0.6340055465698242,0.1628083437681198,0.01044397708028555,1619786355.0033
193,0.0790625810623169,0.06853915005922318,0.011776462197303772,0.7126933336257935,0.1192125678062439,0.008715907111763954,1619795636.0036
194,0.05800759419798851,0.13480934500694275,0.014371674507856369,0.25417059659957886,0.5258090496063232,0.012831807136535645,1618038251.0004
195,0.008801683783531189,0.8138960599899292,0.0577024407684803,0.08301874995231628,0.02659948542714119,0.009981599636375904,1620370994.0031
196,0.05089902877807617,0.3236997425556183,0.032643452286720276,0.262807160615921,0.303035169839859,0.026915475726127625,1620374136.0034
197,0.17768387496471405,0.15717993676662445,0.17258471250534058,0.17855200171470642,0.16715358197689056,0.14684584736824036,1620391088.0038
198,0.08328308910131454,0.1246737465262413,0.017543470486998558,0.3738686442375183,0.38850948214530945,0.012121552601456642,1620391297.0043
199,0.08275323361158371,0.1245841309428215,0.015799418091773987,0.4398540258407593,0.32355719804763794,0.013451993465423584,1620393726.005
200,0.17768387496471405,0.15717993676662445,0.17258471250534058,0.17855200171470642,0.16715358197689056,0.14684584736824036,1620397036.0053
201,0.049001216888427734,0.09643683582544327,0.01288832351565361,0.6882201433181763,0.13804486393928528,0.015408623963594437,1620397163.0057
202,0.06965536624193192,0.38425225019454956,0.026112915948033333,0.34829238057136536,0.15102964639663696,0.02065744623541832,1620397185.0059
203,0.03843184933066368,0.04162437468767166,0.007884500548243523,0.7033973932266235,0.1979413628578186,0.010720624588429928,1620399836.0065
204,0.17768387496471405,0.15717993676662445,0.17258471250534058,0.17855200171470642,0.16715358197689056,0.14684584736824036,1620407933.0069
205,0.033266618847846985,0.4818180799484253,0.023243919014930725,0.4136236310005188,0.04113507270812988,0.006912691984325647,1620409256.0071
206,0.00551507668569684,0.9713640809059143,0.019130703061819077,0.0023415088653564453,0.0008757559699006379,0.0007728356868028641,1620410508.0081
207,0.00902931671589613,0.8832955956459045,0.036391764879226685,0.0496169775724411,0.015389502979815006,0.00627685384824872,1620654168.0004
208,0.2037554681301117,0.1279837191104889,0.014594977721571922,0.3163653314113617,0.3229769170284271,0.01432353537529707,1620294883.0078
209,0.026222052052617073,0.5536302328109741,0.08202768862247467,0.3121578097343445,0.021520614624023438,0.00444166362285614,1620297859.0091
210,0.006462682969868183,0.9499534964561462,0.010974397882819176,0.014283920638263226,0.012560895644128323,0.005764538887888193,1620298296.0094
211,0.1093415766954422,0.1211635172367096,0.011152059771120548,0.38242611289024353,0.3632018268108368,0.012714946642518044,1620299641.0096
212,0.03790762275457382,0.03255689889192581,0.014607295393943787,0.3962748646736145,0.5124899744987488,0.006163423415273428,1620300821.0105
213,0.09596623480319977,0.16603535413742065,0.022438766434788704,0.4894833564758301,0.21264250576496124,0.013433772139251232,1620305981.0108
214,0.012408236041665077,0.8064011335372925,0.07953102886676788,0.07635332643985748,0.01635688729584217,0.008949336595833302,1620364859.002
215,0.043562933802604675,0.011542114429175854,0.005384356714785099,0.8740205764770508,0.06244562938809395,0.003044375916942954,1620365943.0021
216,0.022353418171405792,0.08813749253749847,0.06981700658798218,0.4626448154449463,0.34632810950279236,0.010719150304794312,1620370402.0027
