type,subtype,ts,user,text,client_msg_id,team,user_team,source_team,user_profile,attachments,blocks,edited,reactions,thread_ts,reply_count,reply_users_count,latest_reply,reply_users,replies,is_locked,subscribed,last_read,parent_user_id,files,upload,display_as_bot,bot_id,bot_profile,inviter,channel_name
message,,1616774567.0024,U01RSRE0N3D,damn,,T01RBRV5F7H,,,,,"[{'type': 'image', 'block_id': 'hWYj', 'image_url': 'https://media2.giphy.com/media/t9ctG5MZhyyU8/giphy.gif?cid=6104955e3b5f8ed15aff69025a1d6fefb92b5edc81b2a705&rid=giphy.gif&ct=g', 'alt_text': 'damn', 'title': {'type': 'plain_text', 'text': 'damn', 'emoji': True}, 'fallback': '238x235px image', 'image_width': 238, 'image_height': 235, 'image_bytes': 1222602, 'is_animated': True}, {'type': 'context', 'block_id': '+NtnE', 'elements': [{'type': 'image', 'image_url': 'https://a.slack-edge.com/dc483/img/plugins/giphy/service_32.png', 'alt_text': 'giphy logo'}, {'type': 'mrkdwn', 'text': 'Posted using /giphy', 'verbatim': False}]}]",,,1616773498.0016,,,,,,,,,U01RXCQHMHT,,,,B01S7FSR36Y,"{'id': 'B01S7FSR36Y', 'deleted': False, 'name': 'giphy', 'updated': 1616421896, 'app_id': 'A0F827J2C', 'icons': {'image_36': 'https://a.slack-edge.com/dc483/img/plugins/giphy/service_72.png', 'image_48': 'https://a.slack-edge.com/dc483/img/plugins/giphy/service_48.png', 'image_72': 'https://a.slack-edge.com/dc483/img/plugins/giphy/service_72.png'}, 'team_id': 'T01RBRV5F7H'}",,music
message,,1616774604.0027,U01RSRE0N3D,dance,,T01RBRV5F7H,,,,,"[{'type': 'image', 'block_id': 'sl6NH', 'image_url': 'https://media1.giphy.com/media/wAxlCmeX1ri1y/giphy.gif?cid=6104955ebdbe590a8e38ef7c85999e668ed684d31dd4f85a&rid=giphy.gif&ct=g', 'alt_text': 'dance', 'title': {'type': 'plain_text', 'text': 'dance', 'emoji': True}, 'fallback': '480x360px image', 'image_width': 480, 'image_height': 360, 'image_bytes': 1224879, 'is_animated': True}, {'type': 'context', 'block_id': 'cGUN', 'elements': [{'type': 'image', 'image_url': 'https://a.slack-edge.com/dc483/img/plugins/giphy/service_32.png', 'alt_text': 'giphy logo'}, {'type': 'mrkdwn', 'text': 'Posted using /giphy | GIF by <https://giphy.com/romy/|Romy>', 'verbatim': False}]}]",,,1616773498.0016,,,,,,,,,U01RXCQHMHT,,,,B01S7FSR36Y,"{'id': 'B01S7FSR36Y', 'deleted': False, 'name': 'giphy', 'updated': 1616421896, 'app_id': 'A0F827J2C', 'icons': {'image_36': 'https://a.slack-edge.com/dc483/img/plugins/giphy/service_72.png', 'image_48': 'https://a.slack-edge.com/dc483/img/plugins/giphy/service_48.png', 'image_72': 'https://a.slack-edge.com/dc483/img/plugins/giphy/service_72.png'}, 'team_id': 'T01RBRV5F7H'}",,music
message,,1619080639.0002,U01RRV4JX6Z,Today's music: <https://www.youtube.com/watch?v=VcUMzRx9z2s>,6210cad5-5d67-40e9-9aac-35a51aa31004,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': '339c4d69b7d9', 'image_72': 'https://avatars.slack-edge.com/2021-04-14/1961122781618_339c4d69b7d9fe16343a_72.jpg', 'first_name': '', 'real_name': 'Francisco Ebeling', 'display_name': 'Francisco Ebeling', 'team': 'T01RBRV5F7H', 'name': 'ebelingbarros', 'is_restricted': False, 'is_ultra_restricted': False}","[{'service_name': 'YouTube', 'service_url': 'https://www.youtube.com/', 'title': 'Law Of The Sword - Live in São Paulo - VIPER Tuesdays', 'title_link': 'https://www.youtube.com/watch?v=VcUMzRx9z2s', 'author_name': 'Wikimetal', 'author_link': 'https://www.youtube.com/user/WikimetalBrasil', 'thumb_url': 'https://i.ytimg.com/vi/VcUMzRx9z2s/hqdefault.jpg', 'thumb_width': 480, 'thumb_height': 360, 'fallback': 'YouTube Video: Law Of The Sword - Live in São Paulo - VIPER Tuesdays', 'video_html': '<iframe width=""400"" height=""225"" src=""https://www.youtube.com/embed/VcUMzRx9z2s?feature=oembed&autoplay=1&iv_load_policy=3"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>', 'video_html_width': 400, 'video_html_height': 225, 'from_url': 'https://www.youtube.com/watch?v=VcUMzRx9z2s', 'service_icon': 'https://a.slack-edge.com/80588/img/unfurl_icons/youtube.png', 'id': 1, 'original_url': 'https://www.youtube.com/watch?v=VcUMzRx9z2s'}]","[{'type': 'rich_text', 'block_id': 'B6r0P', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': ""Today's music: ""}, {'type': 'link', 'url': 'https://www.youtube.com/watch?v=VcUMzRx9z2s'}]}]}]",,"[{'name': 'raised_hands', 'users': ['U01RW2X7S9Z', 'U01S081EULS'], 'count': 2}]",,,,,,,,,,,,,,,,,music
message,,1619084169.0005,U01RW140HBP,listening :headphones:,f811f4e7-8daf-4f7b-8a11-f68054d911d9,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': '4c43a3a8d10b', 'image_72': 'https://avatars.slack-edge.com/2021-03-21/1895736308209_4c43a3a8d10bc2fe5e13_72.png', 'first_name': 'siand', 'real_name': 'siand the LT (she/her)', 'display_name': 'siand the LT (she/her)', 'team': 'T01RBRV5F7H', 'name': 'sian.davies', 'is_restricted': False, 'is_ultra_restricted': False}",,"[{'type': 'rich_text', 'block_id': 'TV+', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'listening '}, {'type': 'emoji', 'name': 'headphones'}]}]}]",,"[{'name': 'giphy', 'users': ['U01RW2X7S9Z'], 'count': 1}]",1618823509.0011,,,,,,,,,U01RW2X7S9Z,,,,,,,music
message,,1619115027.001,U01S1CWGTU4,<https://www.youtube.com/watch?v=OlZsZfXkYjk>,d90eb63d-0d12-4d0f-898f-ff6563673bf5,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': '09076999792d', 'image_72': 'https://avatars.slack-edge.com/2021-03-21/1868032103895_09076999792d539af81c_72.png', 'first_name': '', 'real_name': 'Antonio Saleme Sastre', 'display_name': 'Antonio Saleme Sastre', 'team': 'T01RBRV5F7H', 'name': 'salemesastre', 'is_restricted': False, 'is_ultra_restricted': False}","[{'service_name': 'YouTube', 'service_url': 'https://www.youtube.com/', 'title': 'Calle 13 - Fiesta De Locos (En Vivo Desde Buenos Aires) (Video)', 'title_link': 'https://www.youtube.com/watch?v=OlZsZfXkYjk', 'author_name': 'Calle13VEVO', 'author_link': 'https://www.youtube.com/user/Calle13VEVO', 'thumb_url': 'https://i.ytimg.com/vi/OlZsZfXkYjk/hqdefault.jpg', 'thumb_width': 480, 'thumb_height': 360, 'fallback': 'YouTube Video: Calle 13 - Fiesta De Locos (En Vivo Desde Buenos Aires) (Video)', 'video_html': '<iframe width=""400"" height=""300"" src=""https://www.youtube.com/embed/OlZsZfXkYjk?feature=oembed&autoplay=1&iv_load_policy=3"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>', 'video_html_width': 400, 'video_html_height': 300, 'from_url': 'https://www.youtube.com/watch?v=OlZsZfXkYjk', 'service_icon': 'https://a.slack-edge.com/80588/img/unfurl_icons/youtube.png', 'id': 1, 'original_url': 'https://www.youtube.com/watch?v=OlZsZfXkYjk'}]","[{'type': 'rich_text', 'block_id': 'j/acA', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'link', 'url': 'https://www.youtube.com/watch?v=OlZsZfXkYjk'}]}]}]",,,1619115027.001,1.0,1.0,1619168188.0095,['U01S7KCL3DF'],"[{'user': 'U01S7KCL3DF', 'ts': '1619168188.009500'}]",0.0,0.0,,,,,,,,,music
message,,1619115579.002,U01S1CWGTU4,<https://www.youtube.com/watch?v=P5kCz4v5ESs>,15687656-3c69-49aa-a783-3771ec485a61,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': '09076999792d', 'image_72': 'https://avatars.slack-edge.com/2021-03-21/1868032103895_09076999792d539af81c_72.png', 'first_name': '', 'real_name': 'Antonio Saleme Sastre', 'display_name': 'Antonio Saleme Sastre', 'team': 'T01RBRV5F7H', 'name': 'salemesastre', 'is_restricted': False, 'is_ultra_restricted': False}","[{'service_name': 'YouTube', 'service_url': 'https://www.youtube.com/', 'title': ""Die Antwoord - Baby's on fire [Radio Edit]"", 'title_link': 'https://www.youtube.com/watch?v=P5kCz4v5ESs', 'author_name': 'GAETAN', 'author_link': 'https://www.youtube.com/channel/UC1rND4d90fH4uiqzcLb5AJg', 'thumb_url': 'https://i.ytimg.com/vi/P5kCz4v5ESs/hqdefault.jpg', 'thumb_width': 480, 'thumb_height': 360, 'fallback': ""YouTube Video: Die Antwoord - Baby's on fire [Radio Edit]"", 'video_html': '<iframe width=""400"" height=""225"" src=""https://www.youtube.com/embed/P5kCz4v5ESs?feature=oembed&autoplay=1&iv_load_policy=3"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>', 'video_html_width': 400, 'video_html_height': 225, 'from_url': 'https://www.youtube.com/watch?v=P5kCz4v5ESs', 'service_icon': 'https://a.slack-edge.com/80588/img/unfurl_icons/youtube.png', 'id': 1, 'original_url': 'https://www.youtube.com/watch?v=P5kCz4v5ESs'}]","[{'type': 'rich_text', 'block_id': 'zZc1', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'link', 'url': 'https://www.youtube.com/watch?v=P5kCz4v5ESs'}]}]}]",,"[{'name': 'cool-doge', 'users': ['U01RKN0EGDV'], 'count': 1}]",,,,,,,,,,,,,,,,,music
message,,1619115593.0023,U01RKN0EGDV,stos son lo maaaaaaaaaaas,ba1b3b98-cc38-4e76-be10-759a42dc6cd0,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': 'abe46e9352ee', 'image_72': 'https://avatars.slack-edge.com/2021-03-24/1878427345639_abe46e9352ee26531094_72.jpg', 'first_name': 'Marian', 'real_name': 'Marian Moreno', 'display_name': 'Marian (she/her)', 'team': 'T01RBRV5F7H', 'name': 'marimor62', 'is_restricted': False, 'is_ultra_restricted': False}",,"[{'type': 'rich_text', 'block_id': '7eq', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'stos son lo maaaaaaaaaaas'}]}]}]",,,,,,,,,,,,,,,,,,,music
message,,1619115649.0026,U01RW2X7S9Z,pseee no mas que calle trece :stuck_out_tongue:,3662a48a-16e7-4056-a94d-4b966690131f,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': '7e12d75d168a', 'image_72': 'https://avatars.slack-edge.com/2021-03-19/1880105796643_7e12d75d168ae25c167d_72.jpg', 'first_name': 'Alexandre', 'real_name': 'Alexandre Sommerkamp', 'display_name': 'Alexandre Sommerkamp', 'team': 'T01RBRV5F7H', 'name': 'alex.c.skp', 'is_restricted': False, 'is_ultra_restricted': False}",,"[{'type': 'rich_text', 'block_id': '9q/m8', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'pseee no mas que calle trece '}, {'type': 'emoji', 'name': 'stuck_out_tongue'}]}]}]",,"[{'name': 'dancing_dog', 'users': ['U01RKN0EGDV'], 'count': 1}, {'name': 'boludo', 'users': ['U01S1CWGTU4'], 'count': 1}]",,,,,,,,,,,,,,,,,music
message,,1619115705.0035,U01RKN0EGDV,hahahha ups,53c7efb3-f9bd-436b-b3aa-9ba3a1740be2,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': 'abe46e9352ee', 'image_72': 'https://avatars.slack-edge.com/2021-03-24/1878427345639_abe46e9352ee26531094_72.jpg', 'first_name': 'Marian', 'real_name': 'Marian Moreno', 'display_name': 'Marian (she/her)', 'team': 'T01RBRV5F7H', 'name': 'marimor62', 'is_restricted': False, 'is_ultra_restricted': False}",,"[{'type': 'rich_text', 'block_id': '9rtJ4', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'hahahha ups'}]}]}]",,,,,,,,,,,,,,,,,,,music
message,,1619116184.0047,U01RKN0EGDV,<https://youtu.be/SOJSM46nWwo> <@U01S1CWGTU4> another good intro,b66777fb-2725-419e-878e-6ca52be8e1fa,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': 'abe46e9352ee', 'image_72': 'https://avatars.slack-edge.com/2021-03-24/1878427345639_abe46e9352ee26531094_72.jpg', 'first_name': 'Marian', 'real_name': 'Marian Moreno', 'display_name': 'Marian (she/her)', 'team': 'T01RBRV5F7H', 'name': 'marimor62', 'is_restricted': False, 'is_ultra_restricted': False}","[{'service_name': 'YouTube', 'service_url': 'https://www.youtube.com/', 'title': 'Madness - One Step Beyond (Official Video)', 'title_link': 'https://youtu.be/SOJSM46nWwo', 'author_name': 'UnionSquareMusic', 'author_link': 'https://www.youtube.com/user/UnionSquareMusic', 'thumb_url': 'https://i.ytimg.com/vi/SOJSM46nWwo/hqdefault.jpg', 'thumb_width': 480, 'thumb_height': 360, 'fallback': 'YouTube Video: Madness - One Step Beyond (Official Video)', 'video_html': '<iframe width=""400"" height=""300"" src=""https://www.youtube.com/embed/SOJSM46nWwo?feature=oembed&autoplay=1&iv_load_policy=3"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>', 'video_html_width': 400, 'video_html_height': 300, 'from_url': 'https://youtu.be/SOJSM46nWwo', 'service_icon': 'https://a.slack-edge.com/80588/img/unfurl_icons/youtube.png', 'id': 1, 'original_url': 'https://youtu.be/SOJSM46nWwo'}]","[{'type': 'rich_text', 'block_id': 'bYAY', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'link', 'url': 'https://youtu.be/SOJSM46nWwo'}, {'type': 'text', 'text': ' '}, {'type': 'user', 'user_id': 'U01S1CWGTU4'}, {'type': 'text', 'text': ' another good intro'}]}]}]",,"[{'name': 'rolling_on_the_floor_laughing', 'users': ['U01S1CWGTU4'], 'count': 1}]",1619116184.0047,1.0,1.0,1619161039.0078,['U01RW2X7S9Z'],"[{'user': 'U01RW2X7S9Z', 'ts': '1619161039.007800'}]",0.0,0.0,,,,,,,,,music
message,,1619116428.0051,U01RXCQHMHT,":sob:

<https://www.youtube.com/watch?v=RjwtbWjNSes>",d53cfd96-acf1-40d7-8912-6e23af0d8ab8,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': '7290c61c38a0', 'image_72': 'https://avatars.slack-edge.com/2021-03-22/1898002028225_7290c61c38a01ad66680_72.jpg', 'first_name': 'Thanh', 'real_name': 'Thanh Tung Ha Thuc DAFT Berlin March 2021', 'display_name': 'Tony Ha', 'team': 'T01RBRV5F7H', 'name': 'tony.hathuc', 'is_restricted': False, 'is_ultra_restricted': False}","[{'service_name': 'YouTube', 'service_url': 'https://www.youtube.com/', 'title': 'Rodrigo Y Gabriela - Stairway To Heaven', 'title_link': 'https://www.youtube.com/watch?v=RjwtbWjNSes', 'author_name': 'atorecords', 'author_link': 'https://www.youtube.com/c/atorecords', 'thumb_url': 'https://i.ytimg.com/vi/RjwtbWjNSes/hqdefault.jpg', 'thumb_width': 480, 'thumb_height': 360, 'fallback': 'YouTube Video: Rodrigo Y Gabriela - Stairway To Heaven', 'video_html': '<iframe width=""400"" height=""300"" src=""https://www.youtube.com/embed/RjwtbWjNSes?feature=oembed&autoplay=1&iv_load_policy=3"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>', 'video_html_width': 400, 'video_html_height': 300, 'from_url': 'https://www.youtube.com/watch?v=RjwtbWjNSes', 'service_icon': 'https://a.slack-edge.com/80588/img/unfurl_icons/youtube.png', 'id': 1, 'original_url': 'https://www.youtube.com/watch?v=RjwtbWjNSes'}]","[{'type': 'rich_text', 'block_id': 'Krw', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'emoji', 'name': 'sob'}, {'type': 'text', 'text': '\n\n'}, {'type': 'link', 'url': 'https://www.youtube.com/watch?v=RjwtbWjNSes'}]}]}]",,,,,,,,,,,,,,,,,,,music
message,,1619116751.0055,U01RKN0EGDV,<https://youtu.be/jtgA0jvhp2A>,e2806461-8332-4fd8-b5e3-bd1939a76539,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': 'abe46e9352ee', 'image_72': 'https://avatars.slack-edge.com/2021-03-24/1878427345639_abe46e9352ee26531094_72.jpg', 'first_name': 'Marian', 'real_name': 'Marian Moreno', 'display_name': 'Marian (she/her)', 'team': 'T01RBRV5F7H', 'name': 'marimor62', 'is_restricted': False, 'is_ultra_restricted': False}","[{'service_name': 'YouTube', 'service_url': 'https://www.youtube.com/', 'title': 'Dubioza kolektiv ""No Escape (from Balkan)"" (Official video)', 'title_link': 'https://youtu.be/jtgA0jvhp2A', 'author_name': 'Dubioza kolektiv', 'author_link': 'https://www.youtube.com/user/dubiozatv', 'thumb_url': 'https://i.ytimg.com/vi/jtgA0jvhp2A/hqdefault.jpg', 'thumb_width': 480, 'thumb_height': 360, 'fallback': 'YouTube Video: Dubioza kolektiv ""No Escape (from Balkan)"" (Official video)', 'video_html': '<iframe width=""400"" height=""225"" src=""https://www.youtube.com/embed/jtgA0jvhp2A?feature=oembed&autoplay=1&iv_load_policy=3"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>', 'video_html_width': 400, 'video_html_height': 225, 'from_url': 'https://youtu.be/jtgA0jvhp2A', 'service_icon': 'https://a.slack-edge.com/80588/img/unfurl_icons/youtube.png', 'id': 1, 'original_url': 'https://youtu.be/jtgA0jvhp2A'}]","[{'type': 'rich_text', 'block_id': 'fa1KX', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'link', 'url': 'https://youtu.be/jtgA0jvhp2A'}]}]}]",,"[{'name': 'raised_hands', 'users': ['U01RSRE0N3D'], 'count': 1}, {'name': 'giphy', 'users': ['U01RW2X7S9Z'], 'count': 1}]",1619116751.0055,4.0,4.0,1619173267.0112,"['U01RSRE0N3D', 'U01RW2X7S9Z', 'U01RKN0EGDV', 'U01S7KCL3DF']","[{'user': 'U01RSRE0N3D', 'ts': '1619161071.008100'}, {'user': 'U01RW2X7S9Z', 'ts': '1619161342.008400'}, {'user': 'U01RKN0EGDV', 'ts': '1619162825.009000'}, {'user': 'U01S7KCL3DF', 'ts': '1619173267.011200'}]",0.0,1.0,1619173267.0112,,,,,,,,music
message,,1619116986.0057,U01RRV4JX6Z,"<@U01S1CWGTU4>, do you like these guys? <https://youtu.be/VdtMyU9FAao|https://youtu.be/VdtMyU9FAao>",8ff59817-0aa2-41fd-aa84-d9e1158e37f8,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': '339c4d69b7d9', 'image_72': 'https://avatars.slack-edge.com/2021-04-14/1961122781618_339c4d69b7d9fe16343a_72.jpg', 'first_name': '', 'real_name': 'Francisco Ebeling', 'display_name': 'Francisco Ebeling', 'team': 'T01RBRV5F7H', 'name': 'ebelingbarros', 'is_restricted': False, 'is_ultra_restricted': False}","[{'service_name': 'YouTube', 'service_url': 'https://www.youtube.com/', 'title': 'el minerito', 'title_link': 'https://youtu.be/VdtMyU9FAao', 'author_name': 'bajolatinoamericano', 'author_link': 'https://www.youtube.com/user/bajolatinoamericano', 'thumb_url': 'https://i.ytimg.com/vi/VdtMyU9FAao/hqdefault.jpg', 'thumb_width': 480, 'thumb_height': 360, 'fallback': 'YouTube Video: el minerito', 'video_html': '<iframe width=""400"" height=""300"" src=""https://www.youtube.com/embed/VdtMyU9FAao?feature=oembed&autoplay=1&iv_load_policy=3"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>', 'video_html_width': 400, 'video_html_height': 300, 'from_url': 'https://youtu.be/VdtMyU9FAao', 'service_icon': 'https://a.slack-edge.com/80588/img/unfurl_icons/youtube.png', 'id': 1, 'original_url': 'https://youtu.be/VdtMyU9FAao'}]","[{'type': 'rich_text', 'block_id': 'HsST', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'user', 'user_id': 'U01S1CWGTU4'}, {'type': 'text', 'text': ', do you like these guys? '}, {'type': 'link', 'url': 'https://youtu.be/VdtMyU9FAao', 'text': 'https://youtu.be/VdtMyU9FAao'}]}]}]",,"[{'name': 'heart', 'users': ['U01S1CWGTU4', 'U01RW140HBP'], 'count': 2}]",1619116986.0057,7.0,3.0,1619170866.0107,"['U01S1CWGTU4', 'U01RRV4JX6Z', 'U01S7KCL3DF']","[{'user': 'U01S1CWGTU4', 'ts': '1619117098.006100'}, {'user': 'U01S1CWGTU4', 'ts': '1619117217.006300'}, {'user': 'U01RRV4JX6Z', 'ts': '1619117434.006700'}, {'user': 'U01S1CWGTU4', 'ts': '1619118033.006900'}, {'user': 'U01S1CWGTU4', 'ts': '1619119535.007300'}, {'user': 'U01S7KCL3DF', 'ts': '1619169391.009700'}, {'user': 'U01S7KCL3DF', 'ts': '1619170866.010700'}]",0.0,0.0,,,,,,,,,music
message,,1619117098.0061,U01S1CWGTU4,I like willy gonzalez with Micaela Vita!,2d364e02-dfed-4bd7-8467-ca4e7a2ca5af,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': '09076999792d', 'image_72': 'https://avatars.slack-edge.com/2021-03-21/1868032103895_09076999792d539af81c_72.png', 'first_name': '', 'real_name': 'Antonio Saleme Sastre', 'display_name': 'Antonio Saleme Sastre', 'team': 'T01RBRV5F7H', 'name': 'salemesastre', 'is_restricted': False, 'is_ultra_restricted': False}",,"[{'type': 'rich_text', 'block_id': 's4fG', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'I like willy gonzalez with Micaela Vita!'}]}]}]",,,1619116986.0057,,,,,,,,,U01RRV4JX6Z,,,,,,,music
message,,1619117217.0063,U01S1CWGTU4,<https://www.instagram.com/p/BVhpu1xFTY4/?igshid=1hd8rtq0tf54i> :grimacing:,ef7505c9-dab8-4aae-b8dc-4b8583b1001f,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': '09076999792d', 'image_72': 'https://avatars.slack-edge.com/2021-03-21/1868032103895_09076999792d539af81c_72.png', 'first_name': '', 'real_name': 'Antonio Saleme Sastre', 'display_name': 'Antonio Saleme Sastre', 'team': 'T01RBRV5F7H', 'name': 'salemesastre', 'is_restricted': False, 'is_ultra_restricted': False}","[{'service_name': 'Instagram', 'service_url': 'https://www.instagram.com/', 'author_name': 'kilosastre', 'thumb_url': 'https://scontent.cdninstagram.com/v/t51.2885-15/e15/s480x480/19367394_1961965110742430_1625181879248355328_n.jpg?tp=1&_nc_ht=scontent.cdninstagram.com&_nc_cat=102&_nc_ohc=oyDb1bkv5DQAX-DWXkk&edm=AMO9-JQAAAAA&ccb=7-4&oh=b1629dc4062b95ddc8215929ddb941b1&oe=608412DA&_nc_sid=b9f2ee', 'thumb_width': 480, 'thumb_height': 480, 'fallback': 'Instagram Photo: ', 'image_url': 'https://scontent.cdninstagram.com/v/t51.2885-15/e15/s480x480/19367394_1961965110742430_1625181879248355328_n.jpg?tp=1&_nc_ht=scontent.cdninstagram.com&_nc_cat=102&_nc_ohc=oyDb1bkv5DQAX-DWXkk&edm=AMO9-JQAAAAA&ccb=7-4&oh=b1629dc4062b95ddc8215929ddb941b1&oe=608412DA&_nc_sid=b9f2ee', 'image_width': 480, 'image_height': 480, 'from_url': 'https://www.instagram.com/p/BVhpu1xFTY4/?igshid=1hd8rtq0tf54i', 'image_bytes': 31222, 'id': 1, 'original_url': 'https://www.instagram.com/p/BVhpu1xFTY4/?igshid=1hd8rtq0tf54i'}]","[{'type': 'rich_text', 'block_id': '/So', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'link', 'url': 'https://www.instagram.com/p/BVhpu1xFTY4/?igshid=1hd8rtq0tf54i'}, {'type': 'text', 'text': ' '}, {'type': 'emoji', 'name': 'grimacing'}]}]}]",,,1619116986.0057,,,,,,,,,U01RRV4JX6Z,,,,,,,music
message,,1619117434.0067,U01RRV4JX6Z,"Yeah, i really love folklore argentino :heart:",5fe8b7c7-f22f-40c6-95ab-6ad71f82d4cd,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': '339c4d69b7d9', 'image_72': 'https://avatars.slack-edge.com/2021-04-14/1961122781618_339c4d69b7d9fe16343a_72.jpg', 'first_name': '', 'real_name': 'Francisco Ebeling', 'display_name': 'Francisco Ebeling', 'team': 'T01RBRV5F7H', 'name': 'ebelingbarros', 'is_restricted': False, 'is_ultra_restricted': False}",,"[{'type': 'rich_text', 'block_id': 'tfAob', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Yeah, i really love folklore argentino '}, {'type': 'emoji', 'name': 'heart'}]}]}]",,"[{'name': 'heart', 'users': ['U01S1CWGTU4'], 'count': 1}]",1619116986.0057,,,,,,,,,U01RRV4JX6Z,,,,,,,music
message,,1619118033.0069,U01S1CWGTU4,<https://www.youtube.com/watch?v=jgFciO8zl1g> I love Chico Cesar!,a04976cb-0a55-4451-8970-4ac898b5813d,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': '09076999792d', 'image_72': 'https://avatars.slack-edge.com/2021-03-21/1868032103895_09076999792d539af81c_72.png', 'first_name': '', 'real_name': 'Antonio Saleme Sastre', 'display_name': 'Antonio Saleme Sastre', 'team': 'T01RBRV5F7H', 'name': 'salemesastre', 'is_restricted': False, 'is_ultra_restricted': False}","[{'service_name': 'YouTube', 'service_url': 'https://www.youtube.com/', 'title': 'Chico César - Deus Me Proteja (ao vivo no #Arte1)', 'title_link': 'https://www.youtube.com/watch?v=jgFciO8zl1g', 'author_name': 'Chico César', 'author_link': 'https://www.youtube.com/channel/UCRPU9wz_VKkHle0e-cduyDA', 'thumb_url': 'https://i.ytimg.com/vi/jgFciO8zl1g/hqdefault.jpg', 'thumb_width': 480, 'thumb_height': 360, 'fallback': 'YouTube Video: Chico César - Deus Me Proteja (ao vivo no #Arte1)', 'video_html': '<iframe width=""400"" height=""225"" src=""https://www.youtube.com/embed/jgFciO8zl1g?feature=oembed&autoplay=1&iv_load_policy=3"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>', 'video_html_width': 400, 'video_html_height': 225, 'from_url': 'https://www.youtube.com/watch?v=jgFciO8zl1g', 'service_icon': 'https://a.slack-edge.com/80588/img/unfurl_icons/youtube.png', 'id': 1, 'original_url': 'https://www.youtube.com/watch?v=jgFciO8zl1g'}]","[{'type': 'rich_text', 'block_id': 'uEjv6', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'link', 'url': 'https://www.youtube.com/watch?v=jgFciO8zl1g'}, {'type': 'text', 'text': ' I love Chico Cesar!'}]}]}]",,"[{'name': 'raised_hands', 'users': ['U01RRV4JX6Z', 'U01RW2X7S9Z'], 'count': 2}, {'name': 'aaw_yeah', 'users': ['U01S7KCL3DF'], 'count': 1}]",1619116986.0057,,,,,,,,,U01RRV4JX6Z,,,,,,,music
