client_msg_id,type,text,user,ts,team,user_team,source_team,user_profile,attachments,blocks,thread_ts,reply_count,reply_users_count,latest_reply,reply_users,replies,is_locked,subscribed,last_read,reactions,edited,parent_user_id,bot_id,bot_profile,files,upload,display_as_bot,subtype,inviter,topic
90a3c133-d6b6-4168-8f52-000c9e3cae03,message,"nah, all within the rules :slightly_smiling_face:",U01S7BM4N81,1618229300.003,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': '2adfc641e87e', 'image_72': 'https://avatars.slack-edge.com/2021-04-16/1994438084416_2adfc641e87e3a953d9c_72.png', 'first_name': 'Thamo', 'real_name': 'Thamo', 'display_name': 'Thamo', 'team': 'T01RBRV5F7H', 'name': 'thamokoeper', 'is_restricted': False, 'is_ultra_restricted': False}",,"[{'type': 'rich_text', 'block_id': '5RbBo', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'nah, all within the rules '}, {'type': 'emoji', 'name': 'slightly_smiling_face'}]}]}]",1618229024.0002,,,,,,,,,,,U01RSRE0N3D,,,,,,,,
,message,VAR,U01S7KCL3DF,1618229314.0033,T01RBRV5F7H,,,,,"[{'type': 'image', 'block_id': 'Wiu', 'image_url': 'https://media4.giphy.com/media/3pZbeEkuUzDYUCyJGs/giphy.gif?cid=6104955e6a52b31950cf4983bf120fd7160fbfb053c1a2ec&rid=giphy.gif&ct=g', 'alt_text': 'VAR', 'title': {'type': 'plain_text', 'text': 'VAR', 'emoji': True}, 'fallback': '480x270px image', 'image_width': 480, 'image_height': 270, 'image_bytes': 1364290, 'is_animated': True}, {'type': 'context', 'block_id': 'orquL', 'elements': [{'type': 'image', 'image_url': 'https://a.slack-edge.com/dc483/img/plugins/giphy/service_32.png', 'alt_text': 'giphy logo'}, {'type': 'mrkdwn', 'text': 'Posted using /giphy | GIF by <https://giphy.com/toulousefc/|Toulouse Football Club>', 'verbatim': False}]}]",1618229024.0002,,,,,,,,,"[{'name': 'screaming_jonah', 'users': ['U01RW2X7S9Z', 'U01RSRE0N3D'], 'count': 2}]",,U01RSRE0N3D,B01S7FSR36Y,"{'id': 'B01S7FSR36Y', 'deleted': False, 'name': 'giphy', 'updated': 1616421896, 'app_id': 'A0F827J2C', 'icons': {'image_36': 'https://a.slack-edge.com/dc483/img/plugins/giphy/service_72.png', 'image_48': 'https://a.slack-edge.com/dc483/img/plugins/giphy/service_48.png', 'image_72': 'https://a.slack-edge.com/dc483/img/plugins/giphy/service_72.png'}, 'team_id': 'T01RBRV5F7H'}",,,,,,
9674ecde-dcec-43e2-8584-a007c83794c9,message,<https://www.codewars.com/kata/57a083a57cb1f31db7000028/train/python>,U01RSRE0N3D,1618229608.0046,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': '5b0571ca5e6f', 'image_72': 'https://avatars.slack-edge.com/2021-03-18/1876877550179_5b0571ca5e6fe1f759fe_72.jpg', 'first_name': 'Kosta', 'real_name': 'Kosta', 'display_name': 'Kosta', 'team': 'T01RBRV5F7H', 'name': 'kostadin.mitkov', 'is_restricted': False, 'is_ultra_restricted': False}","[{'service_name': 'Codewars', 'title': 'Training on Powers of 2 | Codewars', 'title_link': 'https://www.codewars.com/kata/57a083a57cb1f31db7000028/train/python', 'text': 'Codewars is where developers achieve code mastery through challenge. Train on kata in the dojo and reach your highest potential.', 'fallback': 'Codewars: Training on Powers of 2 | Codewars', 'from_url': 'https://www.codewars.com/kata/57a083a57cb1f31db7000028/train/python', 'thumb_url': 'https://www.codewars.com/assets/logos/logo-square-paper-bg-c3d2b1eb4fb35d75b0c0c0e3b74616fab527afdce9d1d3184624cf0b4e950357.jpg', 'thumb_width': 200, 'thumb_height': 200, 'service_icon': 'https://www.codewars.com/favicon.ico', 'id': 1, 'original_url': 'https://www.codewars.com/kata/57a083a57cb1f31db7000028/train/python'}]","[{'type': 'rich_text', 'block_id': 'Qn+c4', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'link', 'url': 'https://www.codewars.com/kata/57a083a57cb1f31db7000028/train/python'}]}]}]",1618229608.0046,5.0,4.0,1618230480.0064,"['U01S7BM4N81', 'U01SK96QF5E', 'U01RW2X7S9Z', 'U01RKN0EGDV']","[{'user': 'U01S7BM4N81', 'ts': '1618229797.005000'}, {'user': 'U01SK96QF5E', 'ts': '1618229851.005200'}, {'user': 'U01RW2X7S9Z', 'ts': '1618229917.005700'}, {'user': 'U01RKN0EGDV', 'ts': '1618230415.006200'}, {'user': 'U01S7BM4N81', 'ts': '1618230480.006400'}]",0.0,1.0,1618230480.0064,"[{'name': 'white_check_mark', 'users': ['U01S7BM4N81', 'U01S6LCPM0C', 'U01RW2X7S9Z', 'U01RKN0EGDV'], 'count': 4}]",,,,,,,,,,
51fa365e-9bb1-4744-8c63-38006fc11f8d,message,"I solved this earlier last week, so I don’t count in here :confused:",U01S7BM4N81,1618229797.005,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': '2adfc641e87e', 'image_72': 'https://avatars.slack-edge.com/2021-04-16/1994438084416_2adfc641e87e3a953d9c_72.png', 'first_name': 'Thamo', 'real_name': 'Thamo', 'display_name': 'Thamo', 'team': 'T01RBRV5F7H', 'name': 'thamokoeper', 'is_restricted': False, 'is_ultra_restricted': False}",,"[{'type': 'rich_text', 'block_id': 'Wy/w', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'I solved this earlier last week, so I don’t count in here '}, {'type': 'emoji', 'name': 'confused'}]}]}]",1618229608.0046,,,,,,,,,,,U01RSRE0N3D,,,,,,,,
,message,got to love the error message’s visual,U01SK96QF5E,1618229851.0052,,,,,,"[{'type': 'rich_text', 'block_id': 'jNC', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'got to love the error message’s visual'}]}]}]",1618229608.0046,,,,,,,,,"[{'name': 'catjam', 'users': ['U01S7BM4N81'], 'count': 1}, {'name': 'sweat_smile', 'users': ['U01RKN0EGDV'], 'count': 1}]",,U01RSRE0N3D,,,"[{'id': 'F01TK6MBCDV', 'created': 1618229848, 'timestamp': 1618229848, 'name': 'Screenshot 2021-04-12 at 14.17.05.png', 'title': 'Screenshot 2021-04-12 at 14.17.05.png', 'mimetype': 'image/png', 'filetype': 'png', 'pretty_type': 'PNG', 'user': 'U01SK96QF5E', 'editable': False, 'size': 289325, 'mode': 'hosted', 'is_external': False, 'external_type': '', 'is_public': True, 'public_url_shared': False, 'display_as_bot': False, 'username': '', 'url_private': 'https://files.slack.com/files-pri/T01RBRV5F7H-F01TK6MBCDV/screenshot_2021-04-12_at_14.17.05.png?t=xoxe-1861879185255-2047593969042-2053756158948-4cf6552631c579c36efd5d2fd242de30', 'url_private_download': 'https://files.slack.com/files-pri/T01RBRV5F7H-F01TK6MBCDV/download/screenshot_2021-04-12_at_14.17.05.png?t=xoxe-1861879185255-2047593969042-2053756158948-4cf6552631c579c36efd5d2fd242de30', 'thumb_64': 'https://files.slack.com/files-tmb/T01RBRV5F7H-F01TK6MBCDV-9df4e9ff1c/screenshot_2021-04-12_at_14.17.05_64.png?t=xoxe-1861879185255-2047593969042-2053756158948-4cf6552631c579c36efd5d2fd242de30', 'thumb_80': 'https://files.slack.com/files-tmb/T01RBRV5F7H-F01TK6MBCDV-9df4e9ff1c/screenshot_2021-04-12_at_14.17.05_80.png?t=xoxe-1861879185255-2047593969042-2053756158948-4cf6552631c579c36efd5d2fd242de30', 'thumb_360': 'https://files.slack.com/files-tmb/T01RBRV5F7H-F01TK6MBCDV-9df4e9ff1c/screenshot_2021-04-12_at_14.17.05_360.png?t=xoxe-1861879185255-2047593969042-2053756158948-4cf6552631c579c36efd5d2fd242de30', 'thumb_360_w': 360, 'thumb_360_h': 296, 'thumb_480': 'https://files.slack.com/files-tmb/T01RBRV5F7H-F01TK6MBCDV-9df4e9ff1c/screenshot_2021-04-12_at_14.17.05_480.png?t=xoxe-1861879185255-2047593969042-2053756158948-4cf6552631c579c36efd5d2fd242de30', 'thumb_480_w': 480, 'thumb_480_h': 395, 'thumb_160': 'https://files.slack.com/files-tmb/T01RBRV5F7H-F01TK6MBCDV-9df4e9ff1c/screenshot_2021-04-12_at_14.17.05_160.png?t=xoxe-1861879185255-2047593969042-2053756158948-4cf6552631c579c36efd5d2fd242de30', 'thumb_720': 'https://files.slack.com/files-tmb/T01RBRV5F7H-F01TK6MBCDV-9df4e9ff1c/screenshot_2021-04-12_at_14.17.05_720.png?t=xoxe-1861879185255-2047593969042-2053756158948-4cf6552631c579c36efd5d2fd242de30', 'thumb_720_w': 720, 'thumb_720_h': 593, 'thumb_800': 'https://files.slack.com/files-tmb/T01RBRV5F7H-F01TK6MBCDV-9df4e9ff1c/screenshot_2021-04-12_at_14.17.05_800.png?t=xoxe-1861879185255-2047593969042-2053756158948-4cf6552631c579c36efd5d2fd242de30', 'thumb_800_w': 800, 'thumb_800_h': 659, 'original_w': 940, 'original_h': 774, 'thumb_tiny': 'AwAnADDPHIoxQtLQMbijFOooAbiilPFITQAq0tItLQAUUUUgEyKQ47UMO9JTEOWlpopaBhS0lFAC02lpO9Aj/9k=', 'permalink': 'https://data-ft-ber-03-2021.slack.com/files/U01SK96QF5E/F01TK6MBCDV/screenshot_2021-04-12_at_14.17.05.png', 'permalink_public': 'https://slack-files.com/T01RBRV5F7H-F01TK6MBCDV-8bae5bd9f2', 'is_starred': False, 'has_rich_preview': False}]",0.0,0.0,,,
5af99694-655c-4098-b494-960110ae1ef1,message,check how the range function works!,U01RW2X7S9Z,1618229917.0057,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': '7e12d75d168a', 'image_72': 'https://avatars.slack-edge.com/2021-03-19/1880105796643_7e12d75d168ae25c167d_72.jpg', 'first_name': 'Alexandre', 'real_name': 'Alexandre Sommerkamp', 'display_name': 'Alexandre Sommerkamp', 'team': 'T01RBRV5F7H', 'name': 'alex.c.skp', 'is_restricted': False, 'is_ultra_restricted': False}",,"[{'type': 'rich_text', 'block_id': 'I5ic', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'check how the range function works!'}]}]}]",1618229608.0046,,,,,,,,,,,U01RSRE0N3D,,,,,,,,
bf1d651a-4cdb-403e-a8cc-ff279aeb9c79,message,omg fucking range i was going crazy :rolling_on_the_floor_laughing:,U01RKN0EGDV,1618230415.0062,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': 'abe46e9352ee', 'image_72': 'https://avatars.slack-edge.com/2021-03-24/1878427345639_abe46e9352ee26531094_72.jpg', 'first_name': 'Marian', 'real_name': 'Marian Moreno', 'display_name': 'Marian (she/her)', 'team': 'T01RBRV5F7H', 'name': 'marimor62', 'is_restricted': False, 'is_ultra_restricted': False}",,"[{'type': 'rich_text', 'block_id': 'xjq', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'omg fucking range i was going crazy '}, {'type': 'emoji', 'name': 'rolling_on_the_floor_laughing'}]}]}]",1618229608.0046,,,,,,,,,"[{'name': 'sob', 'users': ['U01RN7BVD1C'], 'count': 1}]",,U01RSRE0N3D,,,,,,,,
d9f972a6-74e6-4523-a8e6-c8adfdd76e10,message,did someone solve this with a loop?,U01S7BM4N81,1618230480.0064,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': '2adfc641e87e', 'image_72': 'https://avatars.slack-edge.com/2021-04-16/1994438084416_2adfc641e87e3a953d9c_72.png', 'first_name': 'Thamo', 'real_name': 'Thamo', 'display_name': 'Thamo', 'team': 'T01RBRV5F7H', 'name': 'thamokoeper', 'is_restricted': False, 'is_ultra_restricted': False}",,"[{'type': 'rich_text', 'block_id': 'Nfubc', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'did someone solve this with a loop?'}]}]}]",1618229608.0046,,,,,,,,,,,U01RSRE0N3D,,,,,,,,
db009228-a736-4cb6-8f0a-f442d75c2d45,message,<https://www.codewars.com/kata/54bf85e3d5b56c7a05000cf9/train/python>,U01SJKB2MG8,1618232555.0069,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': '88fa894fdb53', 'image_72': 'https://avatars.slack-edge.com/2021-03-19/1885033153332_88fa894fdb5366452adf_72.jpg', 'first_name': 'Florian', 'real_name': 'Florian Titze', 'display_name': 'Flo Titze', 'team': 'T01RBRV5F7H', 'name': 'florian.titze', 'is_restricted': False, 'is_ultra_restricted': False}","[{'service_name': 'Codewars', 'title': 'Training on Testing 1-2-3 | Codewars', 'title_link': 'https://www.codewars.com/kata/54bf85e3d5b56c7a05000cf9/train/python', 'text': 'Codewars is where developers achieve code mastery through challenge. Train on kata in the dojo and reach your highest potential.', 'fallback': 'Codewars: Training on Testing 1-2-3 | Codewars', 'from_url': 'https://www.codewars.com/kata/54bf85e3d5b56c7a05000cf9/train/python', 'thumb_url': 'https://www.codewars.com/assets/logos/logo-square-paper-bg-c3d2b1eb4fb35d75b0c0c0e3b74616fab527afdce9d1d3184624cf0b4e950357.jpg', 'thumb_width': 200, 'thumb_height': 200, 'service_icon': 'https://www.codewars.com/favicon.ico', 'id': 1, 'original_url': 'https://www.codewars.com/kata/54bf85e3d5b56c7a05000cf9/train/python'}]","[{'type': 'rich_text', 'block_id': 'z8x0', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'link', 'url': 'https://www.codewars.com/kata/54bf85e3d5b56c7a05000cf9/train/python'}]}]}]",1618232555.0069,3.0,2.0,1618235798.0084,"['U01S7KCL3DF', 'U01SJKB2MG8']","[{'user': 'U01S7KCL3DF', 'ts': '1618234441.007800'}, {'user': 'U01SJKB2MG8', 'ts': '1618235680.008200'}, {'user': 'U01S7KCL3DF', 'ts': '1618235798.008400'}]",0.0,0.0,,"[{'name': 'white_check_mark', 'users': ['U01RW2X7S9Z', 'U01S7BM4N81', 'U01S1CWGTU4', 'U01RRV4JX6Z', 'U01S6LCPM0C'], 'count': 5}]",,,,,,,,,,
2e58795a-b0ea-4bd4-9d9d-b97a2c31c81e,message,"def number(lines):
        return [""{}: {}"".format(str(i+1), c) for i,c in enumerate(lines)]",U01RRV4JX6Z,1618233552.0077,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': '339c4d69b7d9', 'image_72': 'https://avatars.slack-edge.com/2021-04-14/1961122781618_339c4d69b7d9fe16343a_72.jpg', 'first_name': '', 'real_name': 'Francisco Ebeling', 'display_name': 'Francisco Ebeling', 'team': 'T01RBRV5F7H', 'name': 'ebelingbarros', 'is_restricted': False, 'is_ultra_restricted': False}",,"[{'type': 'rich_text', 'block_id': 'eMsMe', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'def number(lines):\n        return [""{}: {}"".format(str(i+1), c) for i,c in enumerate(lines)]'}]}]}]",,,,,,,,,,,,,,,,,,,,
0d4e47b2-7270-4660-95d0-48fc83bfb905,message,"i was honestly noooowhere near this one :face_with_head_bandage: . What should I add to my to do list as 'building blocks'? <@U01SJKB2MG8>

for loops, making lists, count, enumerate... maybe even list comprehension?",U01S7KCL3DF,1618234441.0078,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': '17b52091bb62', 'image_72': 'https://avatars.slack-edge.com/2021-03-19/1875964347925_17b52091bb62c2340b4c_72.png', 'first_name': 'Sam', 'real_name': 'Sam Katterfield', 'display_name': 'Sam', 'team': 'T01RBRV5F7H', 'name': 'samkatterfield', 'is_restricted': False, 'is_ultra_restricted': False}",,"[{'type': 'rich_text', 'block_id': 'V4a', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'i was honestly noooowhere near this one '}, {'type': 'emoji', 'name': 'face_with_head_bandage'}, {'type': 'text', 'text': "" . What should I add to my to do list as 'building blocks'? ""}, {'type': 'user', 'user_id': 'U01SJKB2MG8'}, {'type': 'text', 'text': '\n\nfor loops, making lists, count, enumerate... maybe even list comprehension?'}]}]}]",1618232555.0069,,,,,,,,,,,U01SJKB2MG8,,,,,,,,
77f62a2f-17cb-40e9-82f1-dbc4990e963c,message,"""nowhere"" in terms of what the goal was, or feeling lost in terms of not having the pyhon techniques?",U01SJKB2MG8,1618235680.0082,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': '88fa894fdb53', 'image_72': 'https://avatars.slack-edge.com/2021-03-19/1885033153332_88fa894fdb5366452adf_72.jpg', 'first_name': 'Florian', 'real_name': 'Florian Titze', 'display_name': 'Flo Titze', 'team': 'T01RBRV5F7H', 'name': 'florian.titze', 'is_restricted': False, 'is_ultra_restricted': False}",,"[{'type': 'rich_text', 'block_id': 'yHH0w', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': '""nowhere"" in terms of what the goal was, or feeling lost in terms of not having the pyhon techniques?'}]}]}]",1618232555.0069,,,,,,,,,,,U01SJKB2MG8,,,,,,,,
